,0
4132," $1,285,000  "
4133, 05/03/18  
4134,Single Family
4135,1900
4136,No Data
4137,No Data
4138,No Data
4139,"2,374 sqft"
4140,"1357 26th Ave # 101, San Francisco, CA 94122 "
4141,2 beds
4142,3 baths
4143,"2,002 sqft"
4144," $1,500,000  "
4145, 05/03/18  
4146,Condo
4147,1980
4148,No Data
4149,No Data
4150,No Data
4151,No Data
4152,"2219 Scott St, San Francisco, CA 94115 "
4153,5 beds
4154,5.5 baths
4155,"6,350 sqft"
4156," $9,600,000  "
4157, 05/03/18  
4158,Single Family
4159,1910
4160,No Data
4161,No Data
4162,No Data
4163,"4,891 sqft"
4164,"1770 Pacific Ave APT 101, San Francisco, CA 94109 "
4165,2 beds
4166,2 baths
4167,"1,246 sqft"
4168," $1,350,000  "
4169, 05/03/18  
4170,Condo
4171,1902
4172,No Data
4173,No Data
4174,No Data
4175,$648/month
4176,"1858 10th Ave, San Francisco, CA 94122 "
4177,2 beds
4178,1 bath
4179,"1,346 sqft"
4180," $1,615,000  "
4181, 05/03/18  
4182,Single Family
4183,1921
4184,No Data
4185,No Data
4186,Attached Garage
4187,"3,001 sqft"
4188,"722 23rd Ave, San Francisco, CA 94121 "
4189,3 beds
4190,1.25 baths
4191,"2,008 sqft"
4192," $1,778,000  "
4193, 05/02/18  
4194,Single Family
4195,1922
4196,Forced air
4197,Central
4198,No Data
4199,"3,001 sqft"
4200,"11 Kronquist Ct, San Francisco, CA 94131 "
4201,3 beds
4202,2 baths
4203,"1,307 sqft"
4204," $2,050,000  "
4205, 05/02/18  
4206,Single Family
4207,1949
4208,Forced air
4209,None
4210,Attached Garage
4211,"3,049 sqft"
4212,"2208 Sutter St # 1, San Francisco, CA 94115 "
4213,2 beds
4214,2 baths
4215,"1,353 sqft"
4216," $1,805,000  "
4217, 05/02/18  
4218,Condo
4219,1996
4220,Forced air
4221,Central
4222,1 space
4223,$280/month
4224,"187 Skyview Way, San Francisco, CA 94131 "
4225,2 beds
4226,1 bath
4227,"1,049 sqft"
4228," $1,400,000  "
4229, 05/02/18  
4230,Single Family
4231,1956
4232,No Data
4233,No Data
4234,Attached Garage
4235,"3,371 sqft"
4236,"1756 36th Ave # 1758, San Francisco, CA 94122 "
4237,5 beds
4238,3 baths
4239,"2,360 sqft"
4240," $1,900,000  "
4241, 05/02/18  
4242,Single Family
4243,1939
4244,Forced air
4245,None
4246,1 space
4247,"3,001 sqft"
4248,"119 Hancock St, San Francisco, CA 94114 "
4249,2 beds
4250,2 baths
4251,"1,029 sqft"
4252," $1,450,000  "
4253, 05/02/18  
4254,Condo
4255,1900
4256,Forced air
4257,Central
4258,Attached Garage
4259,$400/month
4260,"656 Arguello Blvd APT 3, San Francisco, CA 94118 "
4261,2 beds
4262,2 baths
4263,"1,050 sqft"
4264," $1,375,000  "
4265, 05/02/18  
4266,Condo
4267,1995
4268,Forced air
4269,No Data
4270,1 space
4271,$280/month
4272,"226 17th Ave APT 1, San Francisco, CA 94121 "
4273,4 beds
4274,2.5 baths
4275,"2,255 sqft"
4276," $2,037,000  "
4277, 05/02/18  
4278,Condo
4279,2004
4280,Forced air
4281,Central
4282,2 spaces
4283,$260/month
4284,"1987 44th Ave, San Francisco, CA 94116 "
4285,2 beds
4286,1 bath
4287,"1,351 sqft"
4288," $1,310,000  "
4289, 05/01/18  
4290,Single Family
4291,1947
4292,Forced air
4293,None
4294,Attached Garage
4295,"1,746 sqft"
4296,"565 Arguello Blvd APT 4, San Francisco, CA 94118 "
4297,3 beds
4298,3 baths
4299,"1,833 sqft"
4300," $1,870,000  "
4301, 05/01/18  
4302,Condo
4303,2007
4304,Forced air
4305,Central
4306,No Data
4307,$600/month
4308,"565 Arguello Blvd APT 3, San Francisco, CA 94118 "
4309,2 beds
4310,2 baths
4311,800 sqft
4312," $1,870,000  "
4313, 05/01/18  
4314,Condo
4315,2007
4316,Forced air
4317,No Data
4318,Attached Garage
4319,No Data
4320,"4434 23rd St, San Francisco, CA 94114 "
4321,3 beds
4322,2 baths
4323,"2,206 sqft"
4324," $2,600,000  "
4325, 05/01/18  
4326,Single Family
4327,1903
4328,Forced air
4329,No Data
4330,Attached Garage
4331,"2,850 sqft"
4332,"1839 47th Ave, San Francisco, CA 94122 "
4333,3 beds
4334,2 baths
4335,"1,200 sqft"
4336," $500,000  "
4337, 05/01/18  
4338,Single Family
4339,1944
4340,No Data
4341,No Data
4342,Attached Garage
4343,"3,000 sqft"
4344,"1450 Post St APT 1005, San Francisco, CA 94109 "
4345,1 bed
4346,1 bath
4347,519 sqft
4348," $158,500  "
4349, 05/01/18  
4350,Condo
4351,1992
4352,No Data
4353,No Data
4354,Attached Garage
4355,$4368/month
4356,"290 21st Ave # 296, San Francisco, CA 94121 "
4357,4 beds
4358,4 baths
4359,"5,578 sqft"
4360," $1,070,000  "
4361, 05/01/18  
4362,Single Family
4363,1922
4364,No Data
4365,No Data
4366,No Data
4367,"3,250 sqft"
4368,"2409 Vallejo St, San Francisco, CA 94123 "
4369,2 beds
4370,2.5 baths
4371,"1,664 sqft"
4372," $3,515,000  "
4373, 05/01/18  
4374,Single Family
4375,1941
4376,Forced air
4377,Central
4378,Attached Garage
4379,871 sqft
4380,"2040 Franklin St APT 1409, San Francisco, CA 94109 "
4381,-- beds
4382,2 baths
4383,"1,630 sqft"
4384," $1,075,000  "
4385, 05/01/18  
4386,Condo
4387,1966
4388,No Data
4389,No Data
4390,No Data
4391,No Data
4392,"125 25th Ave, San Francisco, CA 94121 "
4393,3 beds
4394,3.5 baths
4395,"2,900 sqft"
4396," $2,779,000  "
4397, 05/01/18  
4398,Single Family
4399,1916
4400,No Data
4401,No Data
4402,Attached Garage
4403,"3,720 sqft"
4404,"400 Grove St UNIT 102, San Francisco, CA 94102 "
4405,1 bed
4406,1 bath
4407,678 sqft
4408," $830,000  "
4409, 05/01/18  
4410,Condo
4411,2015
4412,No Data
4413,No Data
4414,No Data
4415,No Data
4416,"2031 29th Ave, San Francisco, CA 94116 "
4417,2 beds
4418,2 baths
4419,"1,300 sqft"
4420," $1,388,000  "
4421, 04/30/18  
4422,Single Family
4423,1946
4424,Forced air
4425,Central
4426,1 space
4427,"3,001 sqft"
4428,"1118 Noriega St, San Francisco, CA 94122 "
4429,3 beds
4430,2 baths
4431,"1,275 sqft"
4432," $1,429,000  "
4433, 04/30/18  
4434,Single Family
4435,1960
4436,No Data
4437,No Data
4438,No Data
4439,"2,500 sqft"
4440,"56 Clipper St, San Francisco, CA 94114 "
4441,4 beds
4442,3.5 baths
4443,"2,500 sqft"
4444," $3,250,000  "
4445, 04/27/18  
4446,Single Family
4447,1902
4448,No Data
4449,No Data
4450,Attached Garage
4451,"2,901 sqft"
4452,"543 22nd Ave, San Francisco, CA 94121 "
4453,4 beds
4454,4.5 baths
4455,"2,071 sqft"
4456," $2,350,000  "
4457, 04/27/18  
4458,Single Family
4459,1919
4460,Forced air
4461,Central
4462,No Data
4463,"2,996 sqft"
4464,"1579 Funston Ave, San Francisco, CA 94122 "
4465,4 beds
4466,1.5 baths
4467,"1,805 sqft"
4468," $2,100,000  "
4469, 04/27/18  
4470,Single Family
4471,1925
4472,No Data
4473,No Data
4474,No Data
4475,"2,482 sqft"
4476,"825 La Playa St APT 227, San Francisco, CA 94121 "
4477,1 bed
4478,1 bath
4479,784 sqft
4480," $680,000  "
4481, 04/27/18  
4482,Condo
4483,1983
4484,Forced air
4485,Central
4486,1 space
4487,$707/month
4488,"2614 Fulton St, San Francisco, CA 94118 "
4489,3 beds
4490,2 baths
4491,"1,328 sqft"
4492," $1,400,000  "
4493, 04/27/18  
4494,Single Family
4495,1925
4496,No Data
4497,No Data
4498,No Data
4499,"2,613 sqft"
4500,"2033 Pine St, San Francisco, CA 94115 "
4501,3 beds
4502,2.2 baths
4503,"1,600 sqft"
4504," $2,040,000  "
4505, 04/27/18  
4506,Single Family
4507,1910
4508,No Data
4509,No Data
4510,No Data
4511,No Data
4512,"1330 Hayes St APT 2, San Francisco, CA 94117 "
4513,1 bed
4514,1 bath
4515,603 sqft
4516," $849,000  "
4517, 04/27/18  
4518,Condo
4519,1911
4520,No Data
4521,No Data
4522,No Data
4523,No Data
4524,"1542 21st Ave, San Francisco, CA 94122 "
4525,-- beds
4526,1 bath
4527,"1,765 sqft"
4528," $1,275,000  "
4529, 04/27/18  
4530,Single Family
4531,1926
4532,No Data
4533,No Data
4534,No Data
4535,"2,996 sqft"
4536,"4408 17th St, San Francisco, CA 94114 "
4537,2 beds
4538,1 bath
4539,995 sqft
4540," $1,450,000  "
4541, 04/27/18  
4542,Condo
4543,1947
4544,Forced air
4545,None
4546,Attached Garage
4547,$350/month
4548,"1522 17th Ave, San Francisco, CA 94122 "
4549,3 beds
4550,1 bath
4551,"1,200 sqft"
4552," $1,650,000  "
4553, 04/27/18  
4554,Single Family
4555,1947
4556,No Data
4557,No Data
4558,Carport
4559,"3,000 sqft"
4560,"8 Octavia St UNIT 407, San Francisco, CA 94102 "
4561,Studio
4562,1 bath
4563,385 sqft
4564," $287,500  "
4565, 04/27/18  
4566,Condo
4567,2014
4568,Forced air
4569,Central
4570,No Data
4571,$643/month
4572,"506 Eureka St, San Francisco, CA 94114 "
4573,3 beds
4574,4 baths
4575,"2,168 sqft"
4576," $2,320,000  "
4577, 04/27/18  
4578,Single Family
4579,1914
4580,No Data
4581,No Data
4582,1 space
4583,"1,777 sqft"
4584,"605 Waller St, San Francisco, CA 94117 "
4585,4 beds
4586,3 baths
4587,"2,459 sqft"
4588," $2,725,000  "
4589, 04/27/18  
4590,Condo
4591,1890
4592,Forced air
4593,Central
4594,1 space
4595,$452/month
4596,"2033 Pine St, San Francisco, CA 94115 "
4597,3 beds
4598,2 baths
4599,"1,710 sqft"
4600," $2,040,000  "
4601, 04/27/18  
4602,Condo
4603,1910
4604,Forced air
4605,Central
4606,1 space
4607,$490/month
4608,"141 6th Ave, San Francisco, CA 94118 "
4609,4 beds
4610,3 baths
4611,"1,839 sqft"
4612," $2,700,000  "
4613, 04/27/18  
4614,Single Family
4615,1900
4616,No Data
4617,No Data
4618,No Data
4619,"2,992 sqft"
4620,"1335 8th Ave, San Francisco, CA 94122 "
4621,2 beds
4622,1 bath
4623,"1,187 sqft"
4624," $1,375,000  "
4625, 04/27/18  
4626,Condo
4627,1908
4628,Forced air
4629,Central
4630,1 space
4631,$267/month
4632,"65 Shore View Ave, San Francisco, CA 94121 "
4633,5 beds
4634,5 baths
4635,"4,465 sqft"
4636," $3,206,500  "
4637, 04/27/18  
4638,Single Family
4639,1919
4640,Forced air
4641,Central
4642,Detached Garage
4643,"3,598 sqft"
4644,"506 Eureka St, San Francisco, CA 94114 "
4645,3 beds
4646,4 baths
4647,"2,168 sqft"
4648," $2,320,000  "
4649, 04/27/18  
4650,Single Family
4651,1914
4652,No Data
4653,No Data
4654,1 space
4655,"1,777 sqft"
4656,"676 Clarendon Ave, San Francisco, CA 94131 "
4657,2 beds
4658,3 baths
4659,"1,485 sqft"
4660," $1,190,000  "
4661, 04/27/18  
4662,Condo
4663,1977
4664,Forced air
4665,None
4666,2 spaces
4667,$724/month
4668,"1418 16th Ave, San Francisco, CA 94122 "
4669,-- beds
4670,1 bath
4671,"1,250 sqft"
4672," $1,600,000  "
4673, 04/27/18  
4674,Single Family
4675,1923
4676,No Data
4677,No Data
4678,No Data
4679,"3,184 sqft"
4680,"605 Waller St, San Francisco, CA 94117 "
4681,4 beds
4682,3 baths
4683,"2,459 sqft"
4684," $2,725,000  "
4685, 04/27/18  
4686,Condo
4687,1890
4688,Forced air
4689,Central
4690,1 space
4691,$452/month
4692,"188 Quane St, San Francisco, CA 94110 "
4693,2 beds
4694,3 baths
4695,"1,047 sqft"
4696," $1,500,000  "
4697, 04/26/18  
4698,Single Family
4699,2018
4700,Radiant
4701,No Data
4702,Carport
4703,"3,524 sqft"
4704,"1 Baker St APT 5B, San Francisco, CA 94117 "
4705,2 beds
4706,2 baths
4707,"1,337 sqft"
4708," $1,225,000  "
4709, 04/26/18  
4710,Condo
4711,1982
4712,Forced air
4713,Central
4714,Attached Garage
4715,$790/month
4716,"442 Sanchez St, San Francisco, CA 94114 "
4717,1 bed
4718,1 bath
4719,732 sqft
4720," $1,098,000  "
4721, 04/26/18  
4722,Condo
4723,1915
4724,Forced air
4725,Central
4726,Attached Garage
4727,$200/month
4728,"515 Noe St, San Francisco, CA 94114 "
4729,2 beds
4730,2 baths
4731,"1,395 sqft"
4732," $2,010,000  "
4733, 04/26/18  
4734,Single Family
4735,1947
4736,Forced air
4737,Central
4738,Attached Garage
4739,"1,441 sqft"
4740,"442 Sanchez St # 101, San Francisco, CA 94114 "
4741,1 bed
4742,1 bath
4743,732 sqft
4744," $1,098,000  "
4745, 04/26/18  
4746,Condo
4747,1915
4748,Other
4749,None
4750,1 space
4751,No Data
4752,"2040 Laguna St APT 403, San Francisco, CA 94115 "
4753,1 bed
4754,1 bath
4755,511 sqft
4756," $762,000  "
4757, 04/26/18  
4758,Condo
4759,1981
4760,Forced air
4761,Central
4762,Attached Garage
4763,$450/month
4764,"190 Cervantes Blvd APT 104, San Francisco, CA 94123 "
4765,-- beds
4766,1 bath
4767,775 sqft
4768," $780,000  "
4769, 04/26/18  
4770,Condo
4771,1992
4772,No Data
4773,No Data
4774,No Data
4775,No Data
4776,"800 Castro St, San Francisco, CA 94114 "
4777,2 beds
4778,2 baths
4779,"1,340 sqft"
4780," $1,856,000  "
4781, 04/26/18  
4782,Single Family
4783,1908
4784,No Data
4785,No Data
4786,No Data
4787,"1,742 sqft"
4788,"2040 Franklin St APT 1402, San Francisco, CA 94109 "
4789,1 bed
4790,1 bath
4791,"1,018 sqft"
4792," $930,000  "
4793, 04/26/18  
4794,Condo
4795,1966
4796,Baseboard
4797,No Data
4798,Attached Garage
4799,$800/month
4800,"2186 Vallejo St APT 4, San Francisco, CA 94123 "
4801,1 bed
4802,1 bath
4803,"1,128 sqft"
4804," $1,850,000  "
4805, 04/26/18  
4806,Condo
4807,1885
4808,Forced air
4809,Central
4810,Detached Garage
4811,$401/month
4812,"2737 Divisadero St, San Francisco, CA 94123 "
4813,3 beds
4814,4 baths
4815,"6,134 sqft"
4816," $9,600,000  "
4817, 04/25/18  
4818,Single Family
4819,1914
4820,No Data
4821,No Data
4822,No Data
4823,"3,781 sqft"
4824,"3065 Clay St # 5, San Francisco, CA 94115 "
4825,2 beds
4826,1 bath
4827,"1,184 sqft"
4828," $1,180,000  "
4829, 04/25/18  
4830,Condo
4831,1910
4832,No Data
4833,No Data
4834,No Data
4835,No Data
4836,"2200 Market St APT 203, San Francisco, CA 94114 "
4837,2 beds
4838,2 baths
4839,"1,059 sqft"
4840," $1,385,000  "
4841, 04/25/18  
4842,Condo
4843,2014
4844,Forced air
4845,Central
4846,None
4847,$581/month
4848,"1423 27th Ave, San Francisco, CA 94122 "
4849,4 beds
4850,2 baths
4851,"2,499 sqft"
4852," $1,320,000  "
4853, 04/25/18  
4854,Single Family
4855,1924
4856,No Data
4857,No Data
4858,No Data
4859,"3,000 sqft"
4860,"678 16th Ave, San Francisco, CA 94118 "
4861,4 beds
4862,3 baths
4863,"1,787 sqft"
4864," $533,000  "
4865, 04/25/18  
4866,Condo
4867,1922
4868,No Data
4869,No Data
4870,No Data
4871,No Data
4872,"248 6th Ave, San Francisco, CA 94118 "
4873,4 beds
4874,2.5 baths
4875,"2,408 sqft"
4876," $1,900,000  "
4877, 04/25/18  
4878,Single Family
4879,1902
4880,No Data
4881,No Data
4882,No Data
4883,"2,996 sqft"
4884,"780 Elizabeth St, San Francisco, CA 94114 "
4885,3 beds
4886,2 baths
4887,"2,790 sqft"
4888," $2,450,000  "
4889, 04/25/18  
4890,Single Family
4891,1900
4892,"Baseboard, Forced air"
4893,Central
4894,1 space
4895,"2,848 sqft"
4896,"3322 16th St APT 4, San Francisco, CA 94114 "
4897,2 beds
4898,1 bath
4899,850 sqft
4900," $1,125,000  "
4901, 04/25/18  
4902,Condo
4903,1907
4904,No Data
4905,No Data
4906,No Data
4907,No Data
4908,"527 20th Ave, San Francisco, CA 94121 "
4909,3 beds
4910,1.5 baths
4911,"1,900 sqft"
4912," $1,958,000  "
4913, 04/24/18  
4914,Single Family
4915,1916
4916,No Data
4917,No Data
4918,Attached Garage
4919,"3,001 sqft"
4920,"1583 33rd Ave, San Francisco, CA 94122 "
4921,3 beds
4922,2 baths
4923,"2,030 sqft"
4924," $1,800,000  "
4925, 04/23/18  
4926,Single Family
4927,1931
4928,Forced air
4929,Central
4930,Attached Garage
4931,"2,374 sqft"
4932,"46 Chabot Ter, San Francisco, CA 94118 "
4933,4 beds
4934,2 baths
4935,"1,928 sqft"
4936," $2,071,000  "
4937, 04/23/18  
4938,Single Family
4939,1941
4940,No Data
4941,No Data
4942,No Data
4943,"2,495 sqft"
4944,"863 26th Ave, San Francisco, CA 94121 "
4945,4 beds
4946,3 baths
4947,"2,189 sqft"
4948," $2,500,000  "
4949, 04/23/18  
4950,Single Family
4951,1990
4952,Forced air
4953,Central
4954,Attached Garage
4955,"2,500 sqft"
4956,"1814 43rd Ave, San Francisco, CA 94122 "
4957,3 beds
4958,2 baths
4959,"1,298 sqft"
4960," $1,600,000  "
4961, 04/20/18  
4962,Single Family
4963,1954
4964,No Data
4965,No Data
4966,No Data
4967,"2,064 sqft"
4968,"1425 11th Ave, San Francisco, CA 94122 "
4969,4 beds
4970,3 baths
4971,"2,000 sqft"
4972," $2,300,000  "
4973, 04/20/18  
4974,Single Family
4975,1908
4976,No Data
4977,No Data
4978,1 space
4979,"2,996 sqft"
4980,"4368 17th St, San Francisco, CA 94114 "
4981,3 beds
4982,3 baths
4983,"2,186 sqft"
4984," $2,200,000  "
4985, 04/20/18  
4986,Single Family
4987,1906
4988,No Data
4989,No Data
4990,1 space
4991,"2,400 sqft"
4992,"1821 15th St # 18, San Francisco, CA 94103 "
4993,-- beds
4994,-- baths
4995,"1,553 sqft"
4996," $1,865,000  "
4997, 04/20/18  
4998,Condo
4999,2000
5000,No Data
5001,No Data
5002,No Data
5003,No Data
5004,"130 Jersey St, San Francisco, CA 94114 "
5005,2 beds
5006,1 bath
5007,"1,030 sqft"
5008," $1,510,000  "
5009, 04/20/18  
5010,Condo
5011,1912
5012,No Data
5013,No Data
5014,No Data
5015,No Data
5016,"2151 Sacramento St APT 4, San Francisco, CA 94109 "
5017,4 beds
5018,4 baths
5019,"2,528 sqft"
5020," $3,350,000  "
5021, 04/20/18  
5022,Condo
5023,1920
5024,No Data
5025,No Data
5026,Attached Garage
5027,$650/month
5028,"787 22nd Ave, San Francisco, CA 94121 "
5029,-- beds
5030,1 bath
5031,"1,680 sqft"
5032," $1,810,000  "
5033, 04/20/18  
5034,Single Family
5035,1921
5036,No Data
5037,No Data
5038,No Data
5039,"2,062 sqft"
5040,"615 Central Ave, San Francisco, CA 94117 "
5041,2 beds
5042,1 bath
5043,"1,520 sqft"
5044," $1,575,000  "
5045, 04/19/18  
5046,Condo
5047,1916
5048,No Data
5049,No Data
5050,No Data
5051,$350/month
5052,"3138 Anza St, San Francisco, CA 94121 "
5053,4 beds
5054,4 baths
5055,"2,280 sqft"
5056," $2,000,000  "
5057, 04/19/18  
5058,Single Family
5059,1914
5060,No Data
5061,No Data
5062,Attached Garage
5063,"2,705 sqft"
5064,"2785 Jackson St APT 2, San Francisco, CA 94115 "
5065,3 beds
5066,3 baths
5067,"1,950 sqft"
5068," $2,340,000  "
5069, 04/19/18  
5070,Condo
5071,1920
5072,Forced air
5073,No Data
5074,Attached Garage
5075,No Data
5076,"249 Grattan St, San Francisco, CA 94117 "
5077,3 beds
5078,2 baths
5079,"1,340 sqft"
5080," $1,525,000  "
5081, 04/19/18  
5082,Condo
5083,1908
5084,No Data
5085,No Data
5086,Carport
5087,$125/month
5088,"673 Guerrero St, San Francisco, CA 94110 "
5089,Studio
5090,-- baths
5091,"2,594 sqft"
5092," $2,300,000  "
5093, 04/19/18  
5094,Multi Family
5095,1955
5096,No Data
5097,No Data
5098,No Data
5099,No Data
5100,"1209 Sanchez St, San Francisco, CA 94114 "
5101,2 beds
5102,1.5 baths
5103,983 sqft
5104," $1,350,000  "
5105, 04/19/18  
5106,Condo
5107,1900
5108,No Data
5109,No Data
5110,Carport
5111,$300/month
5112,"350 Broderick St APT 315, San Francisco, CA 94117 "
5113,2 beds
5114,2 baths
5115,975 sqft
5116," $1,250,000  "
5117, 04/19/18  
5118,Multi Family
5119,2007
5120,No Data
5121,No Data
5122,Attached Garage
5123,No Data
5124,"1751 19th Ave, San Francisco, CA 94122 "
5125,3 beds
5126,3 baths
5127,"1,780 sqft"
5128," $1,150,000  "
5129, 04/19/18  
5130,Single Family
5131,1940
5132,No Data
5133,None
5134,Attached Garage
5135,"3,049 sqft"
5136,"1851 15th St APT 9, San Francisco, CA 94103 "
5137,2 beds
5138,1 bath
5139,"1,053 sqft"
5140," $1,100,000  "
5141, 04/19/18  
5142,Condo
5143,1983
5144,No Data
5145,No Data
5146,1 space
5147,No Data
5148,"1122 Elm St, San Francisco, CA 94115 "
5149,2 beds
5150,1 bath
5151,700 sqft
5152," $675,000  "
5153, 04/19/18  
5154,Condo
5155,1890
5156,No Data
5157,No Data
5158,"Off street, On street"
5159,No Data
5160,"780 Clipper St # 2, San Francisco, CA 94114 "
5161,-- beds
5162,-- baths
5163,"1,558 sqft"
5164," $1,550,000  "
5165, 04/17/18  
5166,Condo
5167,1982
5168,No Data
5169,No Data
5170,No Data
5171,No Data
5172,"1326 44th Ave, San Francisco, CA 94122 "
5173,2 beds
5174,2 baths
5175,"1,500 sqft"
5176," $1,430,000  "
5177, 04/17/18  
5178,Single Family
5179,1928
5180,Forced air
5181,Central
5182,Attached Garage
5183,"3,000 sqft"
5184,"28 Clayton St, San Francisco, CA 94117 "
5185,3 beds
5186,2 baths
5187,"1,550 sqft"
5188," $1,846,000  "
5189, 04/17/18  
5190,Condo
5191,1923
5192,"Forced air, Radiant"
5193,Central
5194,1 space
5195,$250/month
5196,"3454 Sacramento St # 3456, San Francisco, CA 94118 "
5197,Studio
5198,2 baths
5199,"4,058 sqft"
5200," $3,150,000  "
5201, 04/17/18  
5202,Single Family
5203,1909
5204,No Data
5205,No Data
5206,No Data
5207,"4,057 sqft"
5208,"2150 Bush St, San Francisco, CA 94115 "
5209,6 beds
5210,2 baths
5211,"3,305 sqft"
5212," $4,000,000  "
5213, 04/17/18  
5214,Single Family
5215,1890
5216,No Data
5217,No Data
5218,No Data
5219,"3,184 sqft"
5220,"6324 California St APT 2, San Francisco, CA 94121 "
5221,3 beds
5222,2 baths
5223,"1,409 sqft"
5224," $1,400,000  "
5225, 04/17/18  
5226,Condo
5227,2003
5228,Wall
5229,Central
5230,1 space
5231,No Data
5232,"906 Stanyan, San Francisco, CA 94117 "
5233,7 beds
5234,5 baths
5235,"5,000 sqft"
5236," $2,205,000  "
5237, 04/16/18  
5238,Multi Family
5239,No Data
5240,No Data
5241,No Data
5242,No Data
5243,No Data
5244,"3758 21st St, San Francisco, CA 94114 "
5245,2 beds
5246,2 baths
5247,-- sqft
5248," $1,530,000  "
5249, 04/16/18  
5250,Condo
5251,1907
5252,Forced air
5253,Central
5254,1 space
5255,$250/month
5256,"1476 Haight St, San Francisco, CA 94117 "
5257,-- beds
5258,-- baths
5259,600 sqft
5260," $120,000  "
5261, 04/16/18  
5262,Single Family
5263,No Data
5264,No Data
5265,No Data
5266,No Data
5267,No Data
5268,"1288 Mcallister St APT 302, San Francisco, CA 94115 "
5269,2 beds
5270,2 baths
5271,"1,300 sqft"
5272," $1,400,000  "
5273, 04/16/18  
5274,Condo
5275,1987
5276,No Data
5277,No Data
5278,1 space
5279,$616/month
